,brand,fuel_type,transmission_type,price_USD,mileage_kkm,year_made,engine_size
102827,83,0,1,6299,188,2009,1.7
102828,74,0,0,8300,270,2005,2.7
102829,101,5,1,8100,148,2008,1.6
102830,117,0,0,23500,126,2012,2.4
102831,83,0,1,7100,234,2005,1.9
102832,78,0,1,3100,324,1998,1.9
102834,83,5,1,4500,228,2008,1.6
102835,22,0,1,7500,140,2013,1.6
102836,74,3,1,3400,386,1995,1.8
102837,6,5,0,21500,36,2017,2.0
102838,81,0,0,16450,111,2017,1.6
102839,20,5,1,5799,124,2012,1.2
102840,101,0,1,13299,189,2016,2.0
102841,60,2,0,11200,175,2010,2.7
102842,60,5,0,9889,152,2014,2.4
102843,35,0,3,6500,245,2009,2.0
102844,101,5,1,4860,110,2009,1.2
102845,20,3,0,5200,300,2006,2.5
102846,90,0,1,7650,380,2012,1.5
102847,20,3,0,8700,185,2007,2.4
102848,81,3,1,4500,78,2010,1.6
102849,49,0,0,10900,211,2008,2.2
102850,38,5,1,6200,74,2014,1.5
102851,83,0,1,12300,152,2014,2.0
102852,116,0,0,13500,175,2007,3.0
102853,11,5,3,6400,351,1999,2.8
102854,11,5,0,18900,125,2013,2.0
102855,74,0,3,4800,372,2000,2.2
102856,35,5,0,11400,130,2015,2.5
102857,116,0,1,7300,550,2006,1.9
102858,83,0,1,5000,225,2005,1.7
102859,60,5,0,12700,72,2015,2.0
102861,21,3,0,11600,230,2005,5.7
102862,90,0,1,7750,255,2011,1.5
102863,6,5,1,4550,218,2000,1.6
102864,84,0,1,8500,78,2015,1.6
102868,116,5,0,11600,100,2015,1.8
102869,74,3,1,6300,220,2002,2.0
102870,84,5,1,5250,252,2006,1.6
102871,74,0,1,4600,352,1997,2.3
102872,46,5,0,12299,64,2017,1.5
102873,116,3,1,4500,300,2006,2.0
102874,116,0,0,24900,171,2013,3.0
102875,11,0,0,19950,190,2012,3.0
102876,22,0,1,3800,300,2002,1.9
102877,60,5,0,12900,58,2016,2.4
102878,78,5,1,5999,175,2008,1.6
102879,81,5,4,13650,187,2016,2.5
102880,116,0,1,14700,151,2011,2.0
102881,106,5,0,15650,79,2013,2.5
102882,49,5,0,16150,140,2015,2.4
102883,116,5,0,14950,47,2019,1.4
102884,116,5,1,5600,451,2003,1.4
102885,60,5,0,17800,56,2017,2.4
102886,106,5,0,15650,79,2013,2.5
102887,49,5,0,16150,140,2015,2.4
102888,116,5,0,14950,47,2019,1.4
102889,116,5,1,5600,451,2003,1.4
102890,60,5,0,17800,56,2017,2.4
102891,78,3,0,8300,208,2007,2.4
102893,108,5,1,6500,161,2008,1.3
102894,67,5,0,9200,242,2005,3.0
102896,21,5,0,7500,100,2003,2.7
102897,90,5,1,5300,197,2006,1.6
102898,84,3,1,5400,280,2004,2.95
102899,74,5,0,4000,360,1998,3.2
102900,20,0,0,14000,105,2011,2.2
102901,32,2,1,6500,230,2006,1.8
102902,90,0,1,19800,50,2019,1.6
102903,11,5,0,18950,155,2011,3.0
102905,83,0,1,7300,136,2012,1.7
102906,28,5,0,9650,53,2015,2.4
102907,83,0,1,4250,245,2007,1.3
102908,57,5,0,15800,139,2017,2.4
102909,116,5,1,3150,368,1996,1.6
102910,112,5,0,22500,161,2010,3.5
102911,6,5,0,22400,158,2011,2.8
102912,106,5,0,27950,5,2020,2.5
102913,46,5,0,6500,180,2006,2.4
102914,84,0,1,6500,225,2010,1.6
102916,84,0,1,7550,311,2009,1.6
102917,23,5,1,9400,184,2011,1.6
102919,99,5,1,5600,240,2008,1.6
102920,116,0,1,9400,301,2007,2.5
102922,11,5,0,10300,108,2004,2.2
102923,74,5,0,27900,53,2016,3.0
102924,116,3,1,4800,270,1995,2.0
102925,81,0,0,16950,128,2017,1.6
102926,11,5,0,13000,235,2006,3.0
102927,129,3,1,4000,133,2006,2.3
102928,74,0,0,25900,192,2002,4.0
102929,49,5,1,8450,170,2008,2.0
102930,74,0,1,11500,474,2004,2.7
102931,101,5,1,5999,191,2008,1.4
102932,117,0,3,20000,237,2012,2.4
102933,84,0,1,6950,262,2007,1.6
102934,20,0,1,9900,241,2007,2.0
102935,112,3,0,16886,200,2012,3.5
102936,87,5,0,38950,84,2015,3.6
102937,78,3,1,6900,195,2008,2.0
102938,83,0,0,10700,283,2011,2.0
102939,128,5,1,3600,74,2010,1.6
102940,11,5,0,38500,26,2018,1.6
102941,90,0,1,3200,200,2005,1.5
102942,112,3,1,12500,302,2004,2.7
102943,90,5,1,5500,177,2007,1.2
102944,11,0,0,44900,48,2017,2.0
102945,116,5,1,8300,119,2011,1.2
102946,60,3,1,10850,95,2012,2.0
102947,67,5,0,35800,17,2018,2.0
102948,74,5,0,15300,196,2008,3.0
102949,103,5,1,3300,123,2003,0.7
102950,84,0,1,1300,318,1986,1.9
102951,81,3,1,5750,154,2007,1.4
102952,11,0,0,82900,71,2019,3.0
102953,11,5,0,27100,59,2014,2.0
102954,116,0,1,5300,605,1999,2.5
102955,116,0,1,17200,169,2015,2.0
102956,106,0,1,5600,250,2008,2.0
102957,74,0,1,5600,320,2001,2.7
102958,83,0,1,4800,370,2004,2.2
102960,51,5,0,38500,8,2017,3.0
102962,137,0,1,3900,220,1987,2.4
102963,81,0,0,12500,255,2006,2.5
102964,23,3,1,5300,210,2008,1.6
102965,83,5,1,5550,97,2005,1.6
102966,99,5,1,5100,165,2007,2.0
102967,22,3,2,7500,182,2014,1.2
102968,60,5,0,20650,36,2019,2.4
102969,78,5,1,7650,76,2015,1.2
102970,83,5,1,6500,141,2008,1.8
102971,60,5,1,8100,138,2010,1.4
102972,116,0,1,11999,165,2015,2.0
102973,49,2,0,14950,135,2016,2.0
102974,101,3,0,10700,139,2010,1.8
102975,78,3,0,15950,128,2016,2.4
102976,11,0,0,42900,170,2013,3.0
102977,49,5,0,9300,117,2010,2.4
102978,11,5,0,19000,220,2011,3.0
102979,112,5,0,17300,65,2016,1.8
102980,87,5,2,48000,23,2014,3.0
102981,81,0,1,8400,280,2007,2.0
102982,20,2,0,12750,121,2015,2.0
102983,108,3,0,6950,162,2006,2.7
102984,78,5,1,8800,172,2007,2.0
102985,83,0,1,7550,315,2003,1.9
102987,49,5,0,10950,146,2016,2.4
102988,72,0,1,8500,175,2010,2.2
102989,116,0,1,10900,200,2013,2.0
102990,49,3,1,5500,238,2007,1.6
102991,81,1,0,20999,32,2018,0.0
102992,74,3,0,5500,340,2001,2.0
102993,22,0,1,7099,207,2009,1.6
102994,49,0,0,16700,136,2012,2.2
102996,112,4,0,17800,55,2015,2.5
102997,81,5,0,21000,10,2019,2.5
102998,84,0,1,7600,220,2011,1.6
102999,60,3,1,8000,89,2009,1.6
103000,11,5,0,16999,196,2012,2.0
103001,11,0,0,11111,300,2005,3.0
103002,83,0,1,4450,208,2007,1.2
103003,116,0,0,13500,177,2012,2.0
103004,128,5,1,2950,140,2008,1.6
103005,81,5,4,16300,31,2017,2.5
103006,32,0,1,7100,22,2018,1.3
103007,32,3,1,4350,387,1999,1.6
103008,19,5,1,2700,93,2008,1.3
103009,21,3,0,9000,218,2005,3.5
103010,117,5,0,13950,174,2011,3.2
103011,35,0,1,5500,196,2008,1.8
103012,116,5,0,11800,33,2015,1.4
103013,128,5,1,3500,180,2008,1.7
103015,20,5,1,7000,141,2008,2.0
103016,20,3,1,3700,164,2004,1.5
103017,81,5,1,4898,162,2005,1.5
103018,72,5,0,8760,213,2008,2.0
103019,116,5,0,10800,140,2011,2.0
103020,130,3,1,4000,115,2010,1.5
103022,22,0,2,9000,285,2015,1.6
103023,116,0,0,16700,210,2017,2.0
103024,116,0,3,9500,277,2012,2.0
103025,72,5,0,9900,185,2008,2.3
103027,99,5,1,5700,228,2005,2.0
103030,128,3,1,3300,89,2008,1.6
103031,22,5,1,8700,156,2012,1.6
103032,84,5,1,6499,186,2010,1.4
103033,112,5,1,5200,231,2004,1.4
103035,116,0,1,19300,256,2016,2.0
103036,128,3,1,1600,57,1989,1.3
103037,20,5,1,20999,302,1997,5.7
103038,49,5,0,12700,69,2015,2.4
103039,116,0,1,4950,200,1998,1.9
103040,27,3,1,4199,145,2004,1.0
103041,130,5,1,3600,50,2011,1.3
103042,116,5,0,12500,56,2014,2.5
103043,74,5,0,179000,6,2020,3.0
103044,83,0,1,6900,190,2016,1.3
103045,20,3,1,5700,200,2007,2.0
103047,84,0,1,4500,350,2003,2.0
103048,101,5,1,7500,150,2009,1.8
103049,116,3,1,2999,192,2005,1.8
103051,11,5,0,14000,203,2011,3.0
103053,35,5,1,9200,109,2013,1.6
103054,101,5,1,5600,136,2006,1.4
103055,77,5,0,12900,93,2014,1.5
103056,116,5,1,3500,280,1993,2.0
103057,32,0,1,5900,360,2006,1.9
103058,32,0,1,5900,202,2005,2.0
103059,35,5,2,10000,94,2016,2.0
103060,6,5,1,3100,457,1992,2.8
103061,116,5,0,11550,173,2013,2.0
103062,112,5,0,16000,159,2012,2.7
103063,22,0,1,5500,170,2010,1.6
103064,101,0,1,6000,209,2009,1.4
103065,72,5,1,8999,130,2008,1.8
103066,101,5,1,5600,160,2007,1.4
103067,46,5,0,17600,119,2016,2.4
103068,81,3,1,5000,220,2006,1.5
103069,6,5,1,3300,266,1989,2.2
103070,11,0,0,20900,306,2010,3.0
103071,11,0,1,4900,270,1999,2.5
103072,101,0,1,10999,220,2015,1.6
103074,83,0,1,4100,330,2004,2.0
103075,116,5,0,8500,153,2009,2.0
103076,90,5,0,5550,150,2004,1.6
103077,83,5,0,10500,192,2010,2.0
103078,74,3,1,1200,20,1976,2.3
103079,90,0,1,8300,250,2013,1.5
103080,101,0,1,10700,178,2013,2.0
103081,83,3,1,3100,100,1996,1.6
103082,6,5,0,24200,60,2015,2.0
103083,81,3,0,7500,280,2006,2.0
103084,72,5,1,3900,473,1998,1.8
103085,130,3,1,4300,87,2012,1.5
103086,20,3,1,5200,161,2008,1.5
103087,49,5,0,13000,151,2015,2.4
103088,20,5,1,8600,102,2011,1.8
103089,83,3,1,4950,270,2005,1.4
103090,74,0,0,63000,42,2015,3.0
103091,116,0,0,13550,219,2015,2.0
103092,72,0,1,6500,200,2004,1.6
103093,60,0,1,17500,120,2016,1.7
103094,116,3,1,4900,385,1997,1.6
103095,83,0,1,4750,254,2011,1.3
103096,11,5,1,4900,310,1997,2.5
103097,83,0,1,7900,260,2011,1.7
103098,6,0,0,13700,290,2008,2.7
103100,81,0,1,8000,235,2003,2.2
103101,128,5,1,3100,143,2010,1.6
103102,101,5,1,8050,214,2010,1.4
103103,49,2,0,17500,187,2017,2.0
103104,35,5,0,8000,148,2014,1.6
103105,49,3,0,10350,168,2013,2.4
103106,11,5,1,6999,90,2003,1.8
103107,35,0,1,16700,233,2016,2.2
103110,101,5,1,7200,178,2006,2.0
103111,90,0,1,9500,224,2013,1.5
103112,116,0,1,17900,110,2011,2.0
103113,116,0,0,10000,290,2013,2.0
103117,83,0,0,7200,167,2007,1.9
103119,90,0,1,11200,227,2014,2.0
103120,28,5,0,16799,75,2018,2.4
103121,74,5,0,7650,364,2006,1.8
103122,20,5,0,9200,88,2016,1.4
103123,11,0,0,18550,254,2009,3.0
103124,74,0,1,3500,200,2001,1.7
103125,11,5,0,35900,19,2019,2.0
103126,49,5,0,15900,129,2013,2.4
103127,101,5,1,4100,203,2006,1.2
103128,72,3,1,6490,156,2008,1.6
103129,83,0,1,9500,204,2006,1.9
103131,101,0,0,12500,248,2015,1.6
103132,116,0,1,12450,226,2013,2.0
103133,35,5,0,19900,122,2015,2.3
103134,74,5,1,3300,275,1992,2.0
103136,11,5,0,21499,183,2014,2.0
103138,128,5,1,3300,110,2006,1.6
103139,112,3,0,20500,180,2007,4.0
103141,6,0,0,17900,198,2010,3.0
103142,20,5,1,6500,160,2007,2.0
103143,90,5,1,4800,200,2006,1.6
103144,116,5,1,5700,162,2003,1.6
103145,81,3,0,3400,318,2000,2.0
103146,83,0,1,5300,163,2003,2.2
103147,60,5,0,29000,45,2019,3.3
103148,112,5,3,8700,225,2007,2.4
103149,78,3,0,9200,135,2005,2.4
103150,77,0,0,20500,98,2015,2.0
103151,46,3,1,9250,132,2012,1.8
103152,22,0,1,10900,228,2011,2.0
103153,83,0,1,6350,156,2011,1.3
103154,101,3,1,6800,205,2002,2.0
103155,128,5,1,2200,100,2006,1.5
103156,83,0,1,5300,263,2003,2.0
103157,83,3,1,2700,317,1997,2.0
103158,74,0,1,2200,260,1983,2.0
103159,90,5,1,5100,135,2008,1.2
103160,67,5,0,24999,135,2011,4.6
103161,103,5,2,7199,113,2006,0.7
103162,11,0,0,10350,260,2004,3.0
103163,129,3,1,1700,216,2002,2.3
103164,74,5,0,275110,3,2021,4.0
103166,60,0,0,11690,115,2015,1.6
103167,69,3,0,5000,880,1991,3.0
103169,83,5,1,5400,236,2004,1.6
103170,87,5,0,33500,70,2013,3.6
103171,78,3,1,4800,199,2008,1.3
103172,116,3,1,7950,170,2013,2.0
103173,81,5,0,11500,123,2010,1.6
103174,20,1,0,19700,14,2019,0.0
103176,6,0,1,5100,293,2002,2.5
103177,81,5,0,15700,150,2014,2.5
103178,72,5,0,16800,150,2016,2.5
103179,116,5,0,9499,98,2013,2.5
103180,81,5,4,17500,93,2015,3.5
103181,20,3,1,4900,140,2008,1.5
103182,28,0,1,7600,153,2007,2.0
103183,83,0,1,10000,207,2014,2.0
103184,101,5,1,7200,196,2006,1.6
103185,90,5,1,6000,190,2007,1.6
103186,46,5,0,10300,176,2011,1.8
103187,116,5,0,9500,162,2011,1.8
103188,90,5,1,5450,174,2010,1.1
103189,20,1,0,22900,25,2017,0.0
103190,112,5,0,17300,74,2018,1.6
103191,81,3,4,11700,156,2008,3.5
103192,25,3,1,1500,288,2007,1.3
103193,67,5,0,37900,120,2016,3.5
103194,83,3,0,7200,281,2004,3.2
103195,49,5,0,9300,138,2012,1.6
103196,78,5,1,5000,141,2010,1.1
103197,72,0,1,11250,218,2010,2.2
103198,128,5,1,3200,50,1984,1.6
103199,101,3,1,4000,275,2002,1.4
103201,6,3,1,5000,328,1996,2.6
103202,128,3,1,2600,222,2000,1.5
103203,101,3,1,9300,175,2011,1.6
103204,106,0,1,9499,147,2012,2.0
103205,112,0,1,8300,205,2008,2.0
103206,38,5,1,3750,48,2010,1.6
103207,25,3,1,2800,265,2006,1.3
103208,128,5,1,900,72,1999,0.75
103210,20,5,1,3200,130,1992,2.2
103211,74,0,0,7500,333,2003,2.7
103212,90,5,1,1600,363,1987,1.4
103213,74,5,0,55000,89,2016,4.7
103215,90,0,2,7500,230,2010,1.5
103216,106,3,0,9200,204,2008,2.5
103217,116,5,0,27900,2,2020,2.0
103218,128,3,1,3200,160,2009,1.6
103219,11,0,1,5200,323,2000,2.0
103221,74,0,1,8000,255,2005,2.1
103222,11,5,1,8000,215,2007,1.6
103223,90,0,1,5950,245,2007,1.9
103224,81,3,0,9000,113,2007,2.3
103225,90,5,1,5200,140,2006,1.6
103226,116,5,0,7500,202,2011,1.4
103227,74,0,0,5400,364,2001,2.2
103228,116,5,0,8999,259,2011,2.5
103229,60,5,1,5000,150,2006,1.4
103230,20,3,1,5000,180,2005,1.8
103231,90,0,1,7100,307,2010,1.5
103232,130,5,1,2999,129,2008,1.4
103233,83,3,1,8000,220,2008,2.0
103234,116,5,0,11300,135,2014,1.8
103235,28,0,1,5500,450,2002,2.5
103236,60,5,1,5500,220,2007,1.4
103237,116,3,0,8500,275,2012,1.4
103238,128,3,1,3100,141,2005,1.5
103239,116,0,0,11500,136,2015,2.0
103240,35,5,1,3600,320,1997,1.6
103241,49,3,1,5500,146,2008,1.4
103243,74,5,0,21000,245,2010,4.67
103244,57,5,0,33000,93,2015,3.6
103245,84,0,1,13200,7,2017,1.6
103246,74,3,0,14000,450,1994,5.0
103247,35,5,0,12900,157,2015,1.6
103248,35,5,1,4599,251,2004,1.8
103249,23,5,1,4500,147,2009,1.2
103250,128,3,1,2500,190,1999,1.5
103252,116,5,1,7500,220,2009,1.4
103254,25,3,1,2250,199,2008,1.5
103255,74,0,0,11950,237,2008,2.2
103257,116,0,0,15500,206,2008,3.0
103258,116,0,0,19500,265,2015,2.0
103259,74,0,1,5500,300,1998,2.3
103260,20,4,0,13150,101,2014,1.4
103261,78,3,1,7400,165,2008,1.5
103262,117,0,1,12200,227,2014,2.0
103264,90,0,1,9500,199,2015,1.5
103265,83,5,0,4250,337,2000,2.0
103266,129,3,1,3999,240,2008,2.4
103267,27,5,0,6950,200,2010,1.5
103268,116,0,1,7500,475,1997,2.5
103271,46,5,0,17999,13,2017,2.4
103272,69,5,0,17500,160,2015,3.7
103273,46,5,0,17999,13,2017,2.4
103274,69,5,0,17500,160,2015,3.7
103275,6,0,0,15000,243,2013,2.0
103276,35,3,0,8700,42,2014,1.0
103277,112,5,1,3500,225,1992,1.6
103278,38,3,1,4800,108,2014,1.5
103279,101,5,1,5350,340,2000,1.6
103280,128,3,1,2300,220,2001,1.5
103282,116,5,0,11650,203,2010,2.0
103283,128,5,1,2450,221,2005,1.5
103284,90,0,1,9500,197,2015,1.5
103285,116,0,0,8800,215,2011,1.6
103286,74,5,0,5200,283,2003,1.8
103287,72,5,0,9850,91,2014,2.0
103289,78,5,1,7700,139,2007,2.0
103290,90,0,0,13999,156,2015,2.0
103291,74,0,1,10500,290,2008,2.1
103292,23,5,1,6100,111,2009,1.6
103293,20,5,0,11600,114,2011,2.4
103295,84,0,2,12500,204,2014,1.6
103297,21,5,0,8990,188,2015,2.4
103298,117,5,3,19300,250,2012,3.0
103299,20,5,1,3250,168,2005,1.5
103300,22,3,1,6900,270,2013,1.6
103301,83,3,1,6400,216,2007,1.6
103303,74,0,0,19500,251,2010,3.5
103304,90,0,1,4300,255,2006,1.5
103305,101,3,1,6399,178,2011,1.4
103306,128,3,1,3250,160,2006,1.6
103307,90,3,1,3999,250,2004,1.6
103309,84,5,0,6800,175,2010,1.6
103310,35,0,1,4100,240,2005,2.0
103311,74,3,3,10000,140,2003,3.2
103312,74,3,0,7500,283,2002,2.6
103314,112,3,1,6900,190,2007,1.6
103315,116,0,1,6200,371,2007,2.0
103316,49,3,0,8200,263,2008,3.3
103317,35,0,0,6990,194,2008,2.0
103318,49,5,0,15200,38,2017,2.4
103319,11,5,0,56000,39,2016,4.4
103321,116,0,1,7000,440,1998,2.4
103322,84,5,1,9600,187,2012,1.6
103323,128,5,1,2750,200,2006,1.5
103324,101,3,1,4650,227,2003,1.6
103325,101,0,1,5950,192,2009,1.4
103326,106,5,0,9100,100,2011,1.5
103327,116,5,0,31200,30,2018,2.0
103328,90,0,1,11750,119,2015,1.5
103329,128,5,1,1100,246,1996,1.5
103330,112,5,0,5900,380,2000,2.2
103331,49,0,0,15500,162,2011,2.2
103332,67,3,0,19500,138,2006,4.7
103333,60,0,1,6450,148,2008,1.6
103334,101,3,1,5100,242,2001,1.6
103336,1,5,0,27500,155,2015,3.5
103337,64,5,0,26000,86,2015,2.0
103338,76,3,0,9000,93,2012,1.8
103339,72,5,0,12700,149,2013,2.5
103340,74,0,0,18500,378,2008,3.0
103341,35,3,1,2200,10,1990,2.0
103342,101,5,0,4500,177,2002,1.4
103344,81,5,4,18500,21,2017,2.0
103345,20,5,1,4250,184,2004,1.6
103347,84,5,0,9000,58,2013,1.2
103348,81,0,4,21500,48,2018,1.6
103349,11,5,0,20500,110,2013,3.0
103351,116,0,0,20800,154,2012,3.0
103352,83,0,1,10100,200,2016,1.6
103353,74,0,1,9300,292,2010,2.1
103354,101,3,1,6200,182,2008,1.4
103355,32,0,1,4000,353,1999,1.9
103356,83,0,1,8200,356,2008,2.0
103357,6,3,1,4000,328,1995,1.8
103358,74,0,1,10500,411,2006,2.1
103359,49,3,0,10500,236,2008,2.7
103360,90,0,1,6200,250,2002,1.9
103361,49,5,0,19999,37,2018,2.0
103362,22,5,1,5650,145,2010,1.6
103365,116,0,1,9800,195,2011,2.0
103366,51,5,0,28500,27,2017,3.0
103367,101,3,1,5600,255,2005,1.8
103368,83,5,1,3499,258,1993,1.4
103369,128,3,1,4300,130,2012,1.6
103370,87,4,0,35500,95,2014,3.0
103371,116,3,1,4500,400,2000,1.8
103372,116,5,0,12900,96,2013,2.0
103373,90,0,1,10200,246,2013,1.6
103374,116,0,1,4000,342,1997,1.9
103375,101,0,0,12700,270,2016,1.6
103377,74,0,0,9700,200,2008,2.1
103378,116,0,1,11500,227,2017,1.6
103379,69,5,0,21000,50,2016,2.0
103380,19,5,1,2600,119,2008,1.6
103381,35,5,1,5500,170,2006,1.4
103382,81,3,0,9499,187,2008,2.0
103383,83,0,0,13200,244,2013,2.0
103384,20,3,1,3299,235,2006,1.5
103385,112,5,0,11500,193,2007,3.5
103387,81,5,1,2200,222,1997,1.6
103388,101,5,1,4850,192,2000,1.6
103389,78,3,0,13500,168,2007,3.0
103391,116,0,0,14600,69,2016,1.6
103392,25,3,1,2600,347,2004,1.3
103393,35,3,0,11700,152,2014,2.5
103394,78,3,0,8400,209,2008,2.4
103397,116,0,1,9100,265,2012,2.0
103398,116,5,0,6400,237,2008,1.8
103399,11,0,0,13500,290,2005,3.0
103400,49,0,0,14300,200,2010,2.2
103401,49,0,0,12750,216,2010,2.0
103402,90,0,1,9100,214,2013,1.5
103403,49,2,0,16000,211,2016,2.0
103405,116,0,1,4400,297,1999,1.9
103406,116,0,1,8200,284,2012,1.6
103407,112,3,1,5800,195,2003,1.8
103408,90,0,1,8399,199,2015,1.46
103411,90,0,1,6999,210,2008,1.5
103413,116,3,1,5555,240,2002,1.8
103414,101,3,1,4800,247,2013,1.2
103415,11,5,1,8500,245,2007,2.0
103416,35,0,1,10990,240,2008,2.2
103418,83,0,1,6550,201,2009,1.7
103419,84,0,0,10500,282,2010,2.2
103420,49,5,0,10200,135,2008,2.7
103422,116,5,1,4800,229,2004,1.6
103423,128,5,1,4800,40,2011,1.6
103424,11,0,0,8500,355,2004,2.5
103426,74,5,0,4800,219,2001,1.6
103427,72,5,0,14500,114,2014,2.5
103428,128,3,1,2990,228,2007,1.6
103429,128,3,1,2900,159,2004,1.5
103430,49,3,3,8000,170,2008,2.0
103431,78,0,1,1500,100,1989,1.8
103433,90,0,1,4099,350,2003,1.5
103434,78,5,1,5000,307,2007,1.6
103435,46,3,0,10300,200,2008,2.0
103437,74,0,1,6500,408,2000,2.2
103438,77,5,0,11400,118,2011,1.6
103439,35,0,1,9000,440,2007,2.2
103440,23,0,1,10700,106,2014,1.5
103441,116,0,0,7000,282,2007,2.0
103442,6,0,0,28000,224,2013,3.0
103443,90,0,1,8100,176,2011,2.0
103444,22,3,1,6650,195,2011,1.6
103445,84,3,1,2200,174,1990,3.0
103446,3,5,1,1999,100,1992,2.5
103447,35,0,1,6299,255,2007,1.8
103448,22,0,1,5800,220,2008,1.6
103449,83,3,1,3100,283,1996,2.0
103450,74,5,1,7100,260,2001,2.0
103451,57,5,0,19200,85,2017,2.4
103453,22,0,1,5800,220,2008,1.6
103454,83,3,1,3100,283,1996,2.0
103455,74,5,1,7100,260,2001,2.0
103456,57,5,0,19200,85,2017,2.4
103458,128,3,1,3100,143,2002,1.5
103459,78,0,1,7999,240,2009,2.0
103460,11,0,3,11999,340,2005,3.0
103461,74,1,0,15900,57,2014,0.0
103462,60,5,1,7000,164,2009,1.6
103463,21,5,0,7300,322,2010,2.4
103464,6,5,0,25499,226,2012,3.0
103465,49,5,0,16700,104,2014,2.0
103468,78,5,1,5700,230,2007,1.6
103469,112,3,0,10500,182,2008,2.4
103470,69,5,0,22500,35,2017,2.0
103471,112,3,0,33500,112,2016,4.0
103472,78,5,1,5700,230,2007,1.6
103473,112,3,0,10500,182,2008,2.4
103474,69,5,0,22500,35,2017,2.0
103475,112,3,0,33500,112,2016,4.0
103476,128,5,1,1500,20,1987,1.5
103477,78,3,1,6300,230,2009,1.5
103478,83,5,1,3500,312,1997,1.6
103479,74,0,0,20499,359,2010,3.0
103480,90,0,1,4000,290,2003,1.5
103482,116,0,1,5600,330,2004,2.0
103483,78,3,0,8100,183,2011,1.5
103484,105,5,0,9700,118,2011,2.3
103485,116,0,0,12700,112,2014,2.0
103486,83,0,1,11000,332,2009,2.5
103487,83,3,1,5100,316,2000,1.8
103488,90,0,1,4500,188,2006,1.5
103489,22,0,1,8900,230,2013,1.6
103490,90,0,1,7450,170,2012,1.5
103491,13,5,0,10999,227,2013,1.4
103492,90,5,1,4990,175,2005,1.4
103493,101,5,1,6300,180,2008,1.8
103494,60,3,1,8700,85,2012,1.6
103496,84,0,1,8400,174,2015,1.6
103497,81,5,3,12700,165,2016,1.6
103498,20,5,1,5799,280,2006,1.8
103499,6,3,1,5200,345,1997,2.0
103500,101,5,1,12000,101,2012,1.8
103503,22,0,1,8900,179,2015,1.6
103504,83,5,1,5200,175,2007,1.4
103505,25,3,1,3800,215,2008,1.6
103506,130,5,1,3500,118,2010,1.5
103508,112,3,0,14900,176,2006,4.7
103509,116,0,1,5150,440,1993,2.4
103510,20,5,0,6400,148,2013,1.2
103511,116,3,1,2599,249,1990,1.8
103512,128,5,1,2800,149,2008,1.4
103513,81,3,0,5500,203,2003,2.0
103515,83,0,1,6450,190,2009,1.7
103516,1,5,0,23500,133,2013,3.5
103517,35,5,0,39899,10,2019,2.3
103518,117,0,0,46700,59,2018,2.0
103519,83,0,1,12800,199,2015,1.6
103521,111,1,0,24500,93,2014,0.0
103522,116,0,1,9400,224,2011,1.6
103523,25,3,1,3900,164,2006,1.5
103525,23,0,1,7100,166,2014,1.5
103526,11,0,1,5300,220,2001,2.0
103527,84,0,1,9800,630,2009,2.2
103528,74,5,1,7500,343,2000,2.0
103529,74,3,0,7990,377,2003,5.5
103530,83,5,1,6050,168,2009,1.4
103531,49,5,0,11850,150,2014,2.4
103532,74,3,0,10600,357,2006,3.5
103533,116,0,0,12000,135,2013,2.0
103534,78,0,0,7300,235,2001,3.2
103535,116,0,1,14500,259,2015,1.6
103536,128,5,1,3200,129,2005,1.6
103537,46,5,0,12300,140,2014,2.4
103538,72,5,0,13800,35,2019,2.5
103539,90,0,1,6950,246,2010,1.5
103540,74,0,1,5700,450,2003,2.2
103541,22,3,1,4400,200,2007,1.6
103542,81,3,4,13500,118,2014,2.5
103543,90,5,1,7900,140,2010,1.4
103544,90,5,1,7900,140,2010,1.4
103545,128,5,1,900,130,1977,1.3
103546,72,5,0,12900,134,2017,2.0
103548,11,0,0,24900,219,2015,3.0
103549,72,0,1,5800,215,2006,2.0
103550,1,5,0,12900,55,2015,2.4
103551,81,3,0,6200,320,2003,2.0
103553,57,3,0,12800,68,2016,2.4
103556,117,0,0,29490,42,2017,2.0
103557,32,5,0,9600,168,2013,1.4
103559,35,5,1,2750,186,2000,2.0
103560,35,0,1,9999,240,2012,2.2
103561,20,3,1,5850,170,2011,1.5
103562,90,5,1,4999,165,2005,1.6
103563,20,3,1,4900,150,2006,1.4
103564,49,5,1,9000,156,2009,2.0
103565,23,0,1,8800,173,2011,1.5
103566,117,0,0,23000,120,2013,2.4
103567,101,3,1,5999,249,2009,1.2
103568,83,0,1,7700,208,2010,1.7
103569,35,4,2,18500,110,2018,2.0
103570,74,5,0,17500,284,2007,3.7
103571,116,0,1,6500,190,2006,2.0
103573,81,3,0,6500,180,2008,1.6
103577,81,5,1,3800,270,1997,1.4
103578,81,5,0,11500,52,2014,1.6
103579,83,5,1,6900,157,2007,2.2
103580,116,5,0,23000,107,2013,3.6
103581,90,0,1,7400,178,2011,1.5
103582,116,3,1,9200,212,2009,2.0
103583,49,5,0,12000,146,2015,2.4
103584,90,5,1,4350,114,2006,1.4
103585,11,5,0,10999,176,2013,2.0
103586,84,0,1,10100,184,2015,1.6
103587,78,5,0,17100,75,2016,2.4
103588,35,0,1,5700,271,2005,2.0
103590,11,0,0,10900,300,2005,3.5
